Farbe,Anzahl
"(123, 118, 138)",9
"(123, 118, 140)",4
"(123, 118, 141)",3
"(123, 119, 71)",7
"(123, 119, 72)",7
"(123, 119, 74)",24
"(123, 119, 81)",809
"(123, 119, 82)",2996
"(123, 119, 84)",6425
"(123, 119, 90)",150905
"(123, 119, 92)",372446
"(123, 119, 94)",472049
"(123, 119, 107)",207736
"(123, 119, 108)",271251
"(123, 119, 110)",176338
"(123, 119, 116)",1094340
"(123, 119, 118)",337941
"(123, 119, 120)",53867
"(123, 119, 133)",175
"(123, 119, 134)",82
"(123, 119, 136)",33
"(123, 119, 142)",3
"(123, 119, 144)",4
"(123, 119, 146)",2
"(123, 120, 67)",3
"(123, 120, 69)",6
"(123, 120, 75)",20
"(123, 120, 77)",92
"(123, 120, 79)",286
"(123, 120, 85)",24418
"(123, 120, 87)",47150
"(123, 120, 89)",88235
"(123, 120, 101)",210800
"(123, 120, 103)",199333
"(123, 120, 105)",79671
"(123, 120, 111)",226862
"(123, 120, 113)",819352
"(123, 120, 115)",1691347
"(123, 120, 127)",4569
"(123, 120, 129)",1508
"(123, 120, 131)",489
"(123, 120, 137)",47
"(123, 120, 139)",25
"(123, 120, 141)",6
"(123, 120, 149)",1
"(123, 121, 62)",1
"(123, 121, 72)",3
"(123, 121, 73)",13
"(123, 121, 80)",1842
"(123, 121, 82)",7078
"(123, 121, 83)",15509
"(123, 121, 96)",41954
"(123, 121, 98)",212181
"(123, 121, 100)",85783
"(123, 121, 106)",41290
"(123, 121, 108)",56174
"(123, 121, 109)",97567
"(123, 121, 122)",548555
"(123, 121, 124)",140086
"(123, 121, 126)",12297
"(123, 121, 132)",3716
"(123, 121, 134)",954
"(123, 121, 135)",183
"(123, 121, 142)",12
"(123, 121, 143)",4
"(123, 121, 145)",5
"(123, 122, 74)",22
"(123, 122, 76)",129
"(123, 122, 78)",441
"(123, 122, 91)",15809
"(123, 122, 92)",88493
"(123, 122, 94)",29305
"(123, 122, 101)",29332
"(123, 122, 102)",33477
"(123, 122, 104)",39108
"(123, 122, 117)",1230075
"(123, 122, 118)",5174511
"(123, 122, 120)",4191090
"(123, 122, 127)",49217
"(123, 122, 128)",33502
"(123, 122, 130)",13656
"(123, 122, 136)",1019
"(123, 122, 138)",99
"(123, 122, 140)",29
"(123, 123, 71)",2
"(123, 123, 73)",7
"(123, 123, 85)",3795
"(123, 123, 87)",10376
"(123, 123, 89)",7472
"(123, 123, 95)",18384
"(123, 123, 97)",25905
"(123, 123, 99)",30570
"(123, 123, 111)",34398
"(123, 123, 113)",92065
"(123, 123, 115)",318211
"(123, 123, 121)",1920036
"(123, 123, 123)",2660334
"(123, 123, 125)",183242
"(123, 123, 131)",112849
"(123, 123, 133)",36430
"(123, 123, 135)",13550
"(123, 123, 147)",1
"(123, 124, 80)",396
"(123, 124, 82)",1164
"(123, 124, 84)",1804
"(123, 124, 90)",7097
"(123, 124, 92)",9582
"(123, 124, 93)",15979
"(123, 124, 106)",13845
"(123, 124, 108)",15303
"(123, 124, 110)",18630
"(123, 124, 116)",55646
"(123, 124, 118)",262679
"(123, 124, 119)",1301313
"(123, 124, 126)",245036
"(123, 124, 128)",104093
"(123, 124, 129)",284741
"(123, 124, 142)",54
"(123, 124, 144)",20
"(123, 124, 145)",5
"(123, 124, 152)",1
"(123, 125, 75)",4
"(123, 125, 76)",18
"(123, 125, 78)",98
"(123, 125, 85)",2281
"(123, 125, 86)",3822
"(123, 125, 88)",5793
"(123, 125, 101)",10249
"(123, 125, 103)",9664
"(123, 125, 104)",11222
"(123, 125, 111)",6580
"(123, 125, 112)",9935
"(123, 125, 114)",20151
"(123, 125, 120)",82760
"(123, 125, 122)",128603
"(123, 125, 124)",163864
"(123, 125, 137)",17779
"(123, 125, 138)",2008
"(123, 125, 140)",245
"(123, 125, 146)",12
"(123, 125, 148)",5
"(123, 125, 150)",3
"(123, 126, 73)",1
"(123, 126, 79)",47
"(123, 126, 81)",225
"(123, 126, 83)",1153
"(123, 126, 95)",6076
"(123, 126, 97)",7684
"(123, 126, 99)",9659
"(123, 126, 105)",8955
"(123, 126, 107)",8323
"(123, 126, 109)",6746
"(123, 126, 115)",2103
"(123, 126, 117)",9465
"(123, 126, 119)",28305
"(123, 126, 131)",66293
"(123, 126, 133)",369113
"(123, 126, 135)",169028
"(123, 126, 141)",476
"(123, 126, 143)",80
"(123, 126, 145)",17
"(123, 127, 76)",11
"(123, 127, 77)",18
"(123, 127, 90)",2030
"(123, 127, 92)",2760
"(123, 127, 94)",4145
"(123, 127, 100)",9661
"(123, 127, 102)",10114
"(123, 127, 104)",9155
"(123, 127, 110)",1387
"(123, 127, 112)",1340
"(123, 127, 113)",1390
"(123, 127, 126)",248709
"(123, 127, 128)",627976
"(123, 127, 130)",210095
"(123, 127, 136)",95773
"(123, 127, 138)",29049
"(123, 127, 139)",3054
"(123, 127, 152)",1
"(123, 128, 72)",3
"(123, 128, 74)",1
"(123, 128, 87)",732
"(123, 128, 88)",1359
"(123, 128, 96)",5230
"(123, 128, 98)",6883
"(123, 128, 105)",501
"(123, 128, 106)",816
"(123, 128, 108)",1481
"(123, 128, 121)",4681
"(123, 128, 122)",14667
"(123, 128, 124)",34497
"(123, 128, 131)",17346
"(123, 128, 132)",45099
"(123, 128, 134)",135900
"(123, 128, 147)",19
"(123, 128, 148)",5
"(123, 128, 150)",3
"(123, 129, 81)",28
"(123, 129, 83)",115
"(123, 129, 85)",368
"(123, 129, 91)",1014
"(123, 129, 93)",1762
"(123, 129, 95)",3578
"(123, 129, 101)",287
"(123, 129, 103)",325
"(123, 129, 115)",257
"(123, 129, 117)",390
"(123, 129, 119)",1471
"(123, 129, 125)",7445
"(123, 129, 127)",27653
"(123, 129, 129)",46638
"(123, 129, 141)",1680
"(123, 129, 143)",175
"(123, 129, 145)",34
"(123, 129, 151)",5
"(123, 129, 153)",2
"(123, 129, 155)",2
"(123, 130, 76)",4
"(123, 130, 78)",6
"(123, 130, 79)",6
"(123, 130, 86)",103
"(123, 130, 88)",200
"(123, 130, 89)",470
"(123, 130, 96)",58
"(123, 130, 97)",122
"(123, 130, 99)",169
"(123, 130, 112)",307
"(123, 130, 114)",240
"(123, 130, 122)",906
"(123, 130, 123)",2771
"(123, 130, 136)",6338
"(123, 130, 138)",241641
"(123, 130, 140)",29692
"(123, 130, 146)",49
"(123, 130, 148)",15
"(123, 130, 149)",9
"(123, 130, 156)",1
"(123, 131, 72)",1
"(123, 131, 74)",2
"(123, 131, 80)",4
"(123, 131, 82)",14
"(123, 131, 84)",39
"(123, 131, 90)",14
"(123, 131, 92)",26
"(123, 131, 94)",64
"(123, 131, 107)",92
"(123, 131, 108)",149
"(123, 131, 110)",286
"(123, 131, 116)",67
"(123, 131, 118)",101
"(123, 131, 120)",302
"(123, 131, 133)",2148
"(123, 131, 134)",2511
"(123, 131, 142)",13967
"(123, 131, 144)",629
"(123, 131, 150)",7
"(123, 131, 152)",3
"(123, 131, 154)",5
"(123, 132, 79)",2
"(123, 132, 85)",3
"(123, 132, 87)",10
"(123, 132, 89)",6
"(123, 132, 101)",101
"(123, 132, 103)",86
"(123, 132, 105)",64
"(123, 132, 111)",74
"(123, 132, 113)",45
"(123, 132, 115)",53
"(123, 132, 127)",1655
"(123, 132, 129)",4445
"(123, 132, 131)",6277
"(123, 132, 137)",3847
"(123, 132, 139)",923272
"(123, 132, 141)",311646
"(123, 132, 147)",60
"(123, 132, 149)",18
"(123, 133, 83)",2
"(123, 133, 96)",5
"(123, 133, 98)",10
"(123, 133, 99)",33
"(123, 133, 106)",22
"(123, 133, 108)",24
"(123, 133, 109)",41
"(123, 133, 122)",66
"(123, 133, 124)",168
"(123, 133, 125)",601
"(123, 133, 132)",1262
"(123, 133, 134)",469
"(123, 133, 135)",99
"(123, 133, 142)",200085
"(123, 133, 143)",14555
"(123, 133, 145)",634
"(123, 133, 158)",1
"(123, 134, 92)",1
"(123, 134, 94)",2
"(123, 134, 100)",22
"(123, 134, 102)",19
"(123, 134, 104)",15
"(123, 134, 117)",8
"(123, 134, 118)",7
"(123, 134, 120)",20
"(123, 134, 126)",78
"(123, 134, 128)",294
"(123, 134, 130)",827
"(123, 134, 136)",48
"(123, 134, 138)",3271
"(123, 134, 140)",139432
"(123, 134, 152)",15
"(123, 134, 154)",5
"(123, 134, 156)",1
"(123, 134, 162)",1
"(123, 135, 95)",1
"(123, 135, 97)",3
"(123, 135, 99)",7
"(123, 135, 111)",6
"(123, 135, 113)",11
"(123, 135, 115)",5
"(123, 135, 121)",10
"(123, 135, 123)",26
"(123, 135, 125)",21
"(123, 135, 131)",95
"(123, 135, 133)",147
"(123, 135, 135)",77
"(123, 135, 147)",34
"(123, 135, 149)",12
"(123, 135, 151)",8
"(123, 135, 157)",3
"(123, 135, 161)",1
"(123, 136, 93)",1
"(123, 136, 106)",3
"(123, 136, 108)",2
"(123, 136, 110)",4
"(123, 136, 116)",2
"(123, 136, 118)",1
"(123, 136, 119)",1
"(123, 136, 126)",1
"(123, 136, 127)",8
"(123, 136, 129)",31
"(123, 136, 142)",1106
"(123, 136, 144)",1725
"(123, 136, 145)",315
"(123, 136, 152)",2
"(123, 136, 153)",3
"(123, 136, 155)",3
"(123, 137, 101)",2
"(123, 137, 102)",9
"(123, 137, 104)",5
"(123, 137, 111)",3
"(123, 137, 112)",2
"(123, 137, 114)",5
"(123, 137, 120)",4
"(123, 137, 122)",1
"(123, 137, 124)",5
"(123, 137, 137)",10
"(123, 137, 138)",15
"(123, 137, 140)",75
"(123, 137, 146)",3
"(123, 137, 148)",4
"(123, 137, 150)",7
"(123, 138, 97)",2
"(123, 138, 99)",9
"(123, 138, 105)",1
"(123, 138, 115)",2
"(123, 138, 117)",1
"(123, 138, 119)",4
"(123, 138, 131)",6
"(123, 138, 133)",25
"(123, 138, 135)",12
"(123, 138, 143)",6
"(123, 138, 145)",16
"(123, 138, 157)",1
"(123, 138, 159)",1
"(123, 139, 100)",1
"(123, 139, 102)",2
"(123, 139, 126)",3
"(123, 139, 128)",1
"(123, 139, 129)",2
"(123, 139, 136)",3
"(123, 139, 152)",1
"(123, 139, 154)",2
"(123, 139, 155)",1
"(123, 140, 121)",2
"(123, 140, 122)",3
"(123, 140, 130)",2
"(123, 140, 132)",3
"(123, 140, 134)",5
"(123, 141, 127)",2
"(123, 141, 129)",8
"(123, 143, 132)",1
"(123, 143, 134)",1
"(123, 144, 135)",1
"(123, 145, 132)",1
"(124, 73, 69)",3
"(124, 74, 73)",1
"(124, 74, 83)",2
"(124, 75, 70)",4
"(124, 75, 71)",3
"(124, 75, 78)",2
"(124, 76, 74)",2
"(124, 77, 71)",1
"(124, 77, 83)",1
"(124, 78, 78)",4
"(124, 78, 80)",2
"(124, 79, 73)",4
"(124, 79, 74)",8
"(124, 79, 76)",9
"(124, 79, 84)",1
"(124, 80, 71)",5
"(124, 80, 77)",10
"(124, 80, 79)",2
"(124, 80, 81)",1
"(124, 81, 72)",4
"(124, 81, 74)",6
"(124, 81, 75)",7
"(124, 82, 83)",1
"(124, 83, 77)",9
"(124, 83, 79)",12
"(124, 83, 81)",7
"(124, 84, 76)",13
"(124, 84, 82)",22
"(124, 84, 84)",9
"(124, 84, 85)",2
"(124, 85, 78)",10
"(124, 85, 80)",24
"(124, 85, 86)",6
"(124, 86, 75)",1
"(124, 86, 77)",6
"(124, 86, 83)",24
"(124, 86, 85)",21
"(124, 87, 78)",32
"(124, 87, 79)",19
"(124, 87, 81)",43
"(124, 88, 76)",1
"(124, 88, 88)",9
"(124, 88, 90)",1
"(124, 89, 69)",3
"(124, 89, 83)",104
"(124, 89, 85)",95
"(124, 89, 87)",57
"(124, 89, 93)",2
"(124, 89, 95)",1
"(124, 90, 78)",5
"(124, 90, 80)",31
"(124, 90, 81)",70
"(124, 90, 88)",67
"(124, 90, 89)",17
"(124, 90, 91)",2
"(124, 91, 74)",2
"(124, 91, 82)",78
"(124, 91, 84)",128
"(124, 91, 86)",95
"(124, 92, 77)",6
"(124, 92, 79)",16
"(124, 92, 81)",52
"(124, 92, 93)",12
"(124, 92, 95)",4
"(124, 92, 97)",1
"(124, 92, 103)",4
"(124, 92, 105)",1
"(124, 93, 72)",7
"(124, 93, 73)",3
"(124, 93, 75)",4
"(124, 93, 88)",148
"(124, 93, 90)",104
"(124, 93, 91)",42
"(124, 93, 98)",1
"(124, 93, 99)",2
"(124, 93, 101)",2
"(124, 93, 108)",2
"(124, 93, 109)",1
"(124, 93, 124)",2
"(124, 94, 68)",2
"(124, 94, 70)",7
"(124, 94, 83)",145
"(124, 94, 84)",232
"(124, 94, 86)",252
"(124, 94, 92)",89
"(124, 94, 94)",47
"(124, 94, 96)",12
"(124, 94, 102)",2
"(124, 94, 104)",3
"(124, 94, 106)",1
"(124, 94, 118)",3
"(124, 94, 120)",1
"(124, 95, 77)",25
"(124, 95, 79)",6
"(124, 95, 81)",7
"(124, 95, 87)",446
"(124, 95, 89)",518
"(124, 95, 91)",206
"(124, 95, 97)",17
"(124, 95, 99)",4
"(124, 95, 100)",3
"(124, 95, 113)",1
"(124, 95, 115)",1
"(124, 95, 123)",1
"(124, 95, 125)",1
"(124, 95, 126)",1
"(124, 96, 72)",49
"(124, 96, 74)",59
"(124, 96, 75)",51
"(124, 96, 82)",77
"(124, 96, 84)",134
"(124, 96, 85)",355
"(124, 96, 92)",385
"(124, 96, 93)",145
"(124, 96, 95)",40
"(124, 96, 108)",1
"(124, 96, 111)",1
"(124, 96, 118)",3
"(124, 96, 119)",2
"(124, 96, 121)",1
"(124, 97, 67)",1
"(124, 97, 68)",1
"(124, 97, 70)",6
"(124, 97, 76)",795
"(124, 97, 78)",1049
"(124, 97, 80)",92
"(124, 97, 86)",1301
"(124, 97, 88)",1115
"(124, 97, 90)",1018
"(124, 97, 102)",2
"(124, 97, 104)",5
"(124, 97, 106)",1
"(124, 97, 112)",1
"(124, 97, 114)",3
"(124, 97, 116)",4
"(124, 98, 71)",7
"(124, 98, 73)",37
"(124, 98, 75)",190
"(124, 98, 81)",2057
"(124, 98, 83)",603
"(124, 98, 85)",1747
"(124, 98, 97)",71
"(124, 98, 99)",20
"(124, 98, 101)",4
"(124, 98, 107)",3
"(124, 98, 109)",2
"(124, 98, 111)",2
"(124, 98, 123)",4
"(124, 98, 125)",7
"(124, 98, 127)",2
"(124, 99, 68)",2
"(124, 99, 69)",1
"(124, 99, 77)",9358
"(124, 99, 79)",17604
"(124, 99, 92)",873
"(124, 99, 94)",631
"(124, 99, 95)",208
"(124, 99, 102)",12
"(124, 99, 103)",7
"(124, 99, 105)",3
"(124, 99, 118)",11
"(124, 99, 120)",10
"(124, 99, 121)",12
"(124, 99, 128)",13
"(124, 99, 129)",1
"(124, 100, 72)",35
"(124, 100, 74)",75
"(124, 100, 76)",1257
"(124, 100, 88)",3742
"(124, 100, 90)",1707
"(124, 100, 96)",449
"(124, 100, 98)",309
"(124, 100, 100)",52
"(124, 100, 113)",7
"(124, 100, 114)",13
"(124, 100, 116)",9
"(124, 100, 122)",21
"(124, 100, 124)",22
"(124, 100, 126)",8
"(124, 100, 134)",1
"(124, 101, 69)",1
"(124, 101, 70)",8
"(124, 101, 83)",11226
"(124, 101, 85)",5985
"(124, 101, 87)",1846
"(124, 101, 93)",1822
"(124, 101, 95)",1202
"(124, 101, 107)",14
"(124, 101, 109)",11
"(124, 101, 111)",9
"(124, 101, 117)",35
"(124, 101, 119)",30
"(124, 101, 121)",18
"(124, 101, 127)",39
"(124, 101, 129)",29
"(124, 101, 130)",13
"(124, 102, 78)",1372
"(124, 102, 79)",11154
"(124, 102, 81)",7912
"(124, 102, 88)",12694
"(124, 102, 89)",9647
"(124, 102, 91)",5140
"(124, 102, 104)",31
"(124, 102, 105)",18
"(124, 102, 114)",22
"(124, 102, 115)",29
"(124, 102, 123)",100
"(124, 102, 125)",65
"(124, 102, 138)",1
"(124, 103, 72)",4
"(124, 103, 74)",10
"(124, 103, 76)",91
"(124, 103, 82)",12475
"(124, 103, 84)",25541
"(124, 103, 86)",21305
"(124, 103, 98)",1655
"(124, 103, 100)",1544
"(124, 103, 102)",320
"(124, 103, 108)",18
"(124, 103, 110)",12
"(124, 103, 112)",19
"(124, 103, 118)",69
"(124, 103, 120)",83
"(124, 103, 122)",116
"(124, 103, 134)",3
"(124, 103, 136)",1
"(124, 104, 77)",115
"(124, 104, 79)",963
"(124, 104, 80)",4799
"(124, 104, 93)",8485
"(124, 104, 95)",5857
"(124, 104, 97)",4650
"(124, 104, 103)",260
"(124, 104, 105)",71
"(124, 104, 106)",49
"(124, 104, 113)",49
"(124, 104, 115)",38
"(124, 104, 116)",57
"(124, 104, 129)",73
"(124, 104, 131)",36
"(124, 104, 132)",11
"(124, 105, 63)",2
"(124, 105, 65)",1
"(124, 105, 72)",2
"(124, 105, 73)",6
"(124, 105, 75)",25
"(124, 105, 88)",18742
"(124, 105, 90)",30460
"(124, 105, 91)",21285
"(124, 105, 98)",4158
"(124, 105, 99)",2885
"(124, 105, 101)",1224
"(124, 105, 107)",146
"(124, 105, 109)",52
"(124, 105, 111)",38
"(124, 105, 124)",147
"(124, 105, 125)",151
"(124, 105, 127)",101
"(124, 105, 133)",4
"(124, 106, 66)",14
"(124, 106, 68)",11
"(124, 106, 70)",1
"(124, 106, 82)",1526
"(124, 106, 84)",5723
"(124, 106, 86)",15885
"(124, 106, 92)",7494
"(124, 106, 94)",11710
"(124, 106, 96)",6383
"(124, 106, 102)",4256
"(124, 106, 104)",1249
"(124, 106, 106)",392
"(124, 106, 118)",100
"(124, 106, 120)",120
"(124, 106, 122)",134
"(124, 106, 128)",80
"(124, 106, 130)",43
"(124, 106, 132)",25
"(124, 107, 64)",2
"(124, 107, 77)",32
"(124, 107, 79)",208
"(124, 107, 81)",616
"(124, 107, 87)",1658
"(124, 107, 89)",6750
"(124, 107, 91)",4834
"(124, 107, 97)",44150
"(124, 107, 99)",54177
"(124, 107, 100)",12247
"(124, 107, 113)",108
"(124, 107, 115)",107
"(124, 107, 117)",118
"(124, 107, 123)",91
"(124, 107, 125)",74
"(124, 107, 126)",85
"(124, 108, 72)",1
"(124, 108, 75)",9
"(124, 108, 82)",272
"(124, 108, 83)",512
"(124, 108, 85)",749
"(124, 108, 92)",10182
"(124, 108, 93)",19737
"(124, 108, 95)",32559
"(124, 108, 108)",1809
"(124, 108, 109)",330
"(124, 108, 111)",118
"(124, 108, 118)",136
"(124, 108, 119)",111
"(124, 108, 121)",94
"(124, 108, 134)",4
"(124, 108, 135)",3
"(124, 109, 68)",4
"(124, 109, 70)",3
"(124, 109, 76)",5
"(124, 109, 78)",29
"(124, 109, 80)",110
"(124, 109, 86)",1191
"(124, 109, 88)",3959
"(124, 109, 90)",5790
"(124, 109, 102)",15834
"(124, 109, 104)",6612
"(124, 109, 106)",3076
"(124, 109, 112)",292
"(124, 109, 114)",157
"(124, 109, 116)",170
"(124, 109, 128)",15
"(124, 109, 130)",21
"(124, 109, 132)",17
"(124, 110, 63)",1
"(124, 110, 71)",2
"(124, 110, 73)",2
"(124, 110, 75)",3
"(124, 110, 81)",90
"(124, 110, 83)",280
"(124, 110, 84)",524
"(124, 110, 97)",139139
"(124, 110, 99)",114514
"(124, 110, 101)",49313
"(124, 110, 107)",7750
"(124, 110, 109)",3495
"(124, 110, 110)",1160
"(124, 110, 123)",87
"(124, 110, 125)",39
"(124, 110, 127)",30
"(124, 110, 133)",4
"(124, 110, 136)",2
"(124, 111, 66)",1
"(124, 111, 67)",2
"(124, 111, 69)",3
"(124, 111, 76)",9
"(124, 111, 77)",22
"(124, 111, 79)",42
"(124, 111, 92)",39186
"(124, 111, 94)",26950
"(124, 111, 95)",59151
"(124, 111, 102)",278788
"(124, 111, 103)",74941
"(124, 111, 105)",20883
"(124, 111, 118)",478
"(124, 111, 120)",269
"(124, 111, 121)",1639
"(124, 111, 128)",10
"(124, 111, 129)",10
"(124, 111, 131)",8
"(124, 111, 139)",1
"(124, 112, 62)",1
"(124, 112, 70)",7
"(124, 112, 72)",3
"(124, 112, 74)",7
"(124, 112, 86)",1130
"(124, 112, 88)",5425
"(124, 112, 90)",37669
"(124, 112, 96)",102335
"(124, 112, 98)",342907
"(124, 112, 100)",495387
"(124, 112, 112)",3635
"(124, 112, 114)",919
"(124, 112, 116)",444
"(124, 112, 122)",312
"(124, 112, 124)",431
"(124, 112, 126)",72
"(124, 112, 132)",7
"(124, 112, 134)",1
"(124, 113, 59)",1
"(124, 113, 67)",4
"(124, 113, 68)",7
"(124, 113, 81)",74
"(124, 113, 83)",282
"(124, 113, 85)",520
"(124, 113, 91)",261957
"(124, 113, 93)",325997
"(124, 113, 95)",84362
"(124, 113, 107)",127033
"(124, 113, 109)",48660
"(124, 113, 111)",17552
"(124, 113, 117)",1639
"(124, 113, 119)",702
"(124, 113, 121)",447
"(124, 113, 127)",201
"(124, 113, 129)",27
"(124, 113, 130)",18
"(124, 114, 61)",1
"(124, 114, 63)",3
"(124, 114, 65)",6
"(124, 114, 78)",28
"(124, 114, 79)",29
"(124, 114, 87)",6250
"(124, 114, 89)",33093
"(124, 114, 102)",1566204
"(124, 114, 104)",1112610
"(124, 114, 105)",477642
"(124, 114, 112)",144244
"(124, 114, 113)",42774
"(124, 114, 115)",5748
"(124, 114, 122)",944
"(124, 114, 123)",1687
"(124, 114, 125)",6154
"(124, 114, 138)",1
"(124, 115, 60)",2
"(124, 115, 72)",6
"(124, 115, 74)",8
"(124, 115, 76)",9
"(124, 115, 82)",521
"(124, 115, 84)",2303
"(124, 115, 86)",2563
"(124, 115, 98)",96814
"(124, 115, 100)",339308
"(124, 115, 106)",982818
"(124, 115, 108)",520149
"(124, 115, 110)",340390
"(124, 115, 116)",52931
"(124, 115, 118)",10061
"(124, 115, 120)",15269
"(124, 115, 132)",25
"(124, 115, 134)",6
"(124, 115, 136)",2
"(124, 115, 142)",2
"(124, 115, 144)",1
"(124, 116, 67)",3
"(124, 116, 69)",5
"(124, 116, 70)",13
"(124, 116, 77)",24
"(124, 116, 79)",164
"(124, 116, 80)",168
"(124, 116, 93)",453160
"(124, 116, 95)",772610
"(124, 116, 97)",388261
"(124, 116, 103)",309877
"(124, 116, 105)",903105
"(124, 116, 113)",521427
"(124, 116, 114)",598281
"(124, 116, 127)",233
"(124, 116, 129)",908
"(124, 116, 131)",43
"(124, 116, 137)",7
"(124, 116, 139)",2
"(124, 116, 140)",1
"(124, 117, 62)",1
"(124, 117, 63)",4
"(124, 117, 65)",6
"(124, 117, 71)",6
"(124, 117, 73)",12
"(124, 117, 75)",16
"(124, 117, 88)",6596
"(124, 117, 89)",19124
"(124, 117, 91)",108324
"(124, 117, 98)",97620
"(124, 117, 99)",187863
"(124, 117, 101)",506664
"(124, 117, 107)",826729
"(124, 117, 109)",1428755
"(124, 117, 111)",977883
"(124, 117, 124)",1861
"(124, 117, 125)",465
"(124, 117, 133)",24
"(124, 117, 135)",17
"(124, 118, 56)",1
"(124, 118, 58)",1
"(124, 118, 60)",1
"(124, 118, 66)",5
"(124, 118, 68)",3
"(124, 118, 70)",8
"(124, 118, 82)",651
"(124, 118, 84)",2025
"(124, 118, 86)",6597
"(124, 118, 92)",45062
"(124, 118, 94)",216747
"(124, 118, 96)",508797
"(124, 118, 102)",981314
"(124, 118, 104)",1404838
"(124, 118, 106)",840412
"(124, 118, 118)",188697
"(124, 118, 120)",29302
"(124, 118, 122)",2443
"(124, 118, 128)",550
"(124, 118, 130)",298
"(124, 118, 132)",78
"(124, 118, 144)",1
"(124, 119, 61)",2
"(124, 119, 63)",1
"(124, 119, 64)",5
"(124, 119, 77)",27
"(124, 119, 79)",111
"(124, 119, 81)",396
"(124, 119, 87)",7001
"(124, 119, 89)",18588
"(124, 119, 90)",34688
"(124, 119, 97)",397243
"(124, 119, 99)",473133
"(124, 119, 100)",395020
"(124, 119, 113)",1057988
"(124, 119, 115)",1270789
"(124, 119, 116)",203513
"(124, 119, 123)",25183
"(124, 119, 125)",2602
"(124, 119, 126)",976
"(124, 119, 139)",8
"(124, 119, 141)",5
"(124, 119, 142)",1
"(124, 120, 72)",8
"(124, 120, 73)",15
"(124, 120, 75)",14
"(124, 120, 82)",699
"(124, 120, 83)",2408
"(124, 120, 85)",5505
"(124, 120, 91)",148537
"(124, 120, 93)",361278
"(124, 120, 95)",455072
"(124, 120, 108)",204474
"(124, 120, 109)",271675
"(124, 120, 111)",174416
"(124, 120, 117)",1050629
"(124, 120, 119)",337564
"(124, 120, 121)",52971
"(124, 120, 134)",168
"(124, 120, 135)",61
"(124, 120, 137)",29
"(124, 120, 143)",1
"(124, 120, 145)",1
"(124, 120, 147)",1
"(124, 121, 68)",2
"(124, 121, 70)",9
"(124, 121, 76)",23
"(124, 121, 78)",82
"(124, 121, 80)",251
"(124, 121, 86)",21426
"(124, 121, 88)",43264
"(124, 121, 90)",84539
"(124, 121, 102)",222330
"(124, 121, 104)",210997
"(124, 121, 106)",78529
"(124, 121, 112)",224102
"(124, 121, 114)",815030
"(124, 121, 116)",1627683
"(124, 121, 128)",3547
"(124, 121, 130)",1362
"(124, 121, 132)",435
"(124, 121, 138)",37
"(124, 121, 140)",11
"(124, 121, 142)",8
"(124, 122, 71)",3
"(124, 122, 73)",4
"(124, 122, 74)",13
"(124, 122, 81)",1617
"(124, 122, 83)",6089
"(124, 122, 84)",13379
"(124, 122, 97)",39860
"(124, 122, 99)",206099
"(124, 122, 101)",88878
"(124, 122, 107)",37704
"(124, 122, 109)",52267
"(124, 122, 110)",95380
"(124, 122, 123)",554575
"(124, 122, 125)",120892
"(124, 122, 127)",9641
"(124, 122, 133)",3498
"(124, 122, 135)",945
"(124, 122, 136)",174
"(124, 122, 143)",13
"(124, 122, 144)",3
"(124, 122, 146)",1
"(124, 123, 69)",2
"(124, 123, 75)",39
"(124, 123, 77)",117
"(124, 123, 79)",368
"(124, 123, 92)",14469
"(124, 123, 93)",85888
"(124, 123, 95)",26651
"(124, 123, 102)",27064
"(124, 123, 103)",30826
"(124, 123, 105)",36082
"(124, 123, 118)",1213076
"(124, 123, 119)",5204480
"(124, 123, 121)",4798111
"(124, 123, 128)",38833
"(124, 123, 129)",26689
"(124, 123, 131)",12088
"(124, 123, 137)",988
"(124, 123, 139)",88
"(124, 123, 141)",35
"(124, 124, 70)",1
"(124, 124, 72)",7
"(124, 124, 74)",12
"(124, 124, 86)",3411
"(124, 124, 88)",8865
"(124, 124, 90)",6670
"(124, 124, 96)",16472
"(124, 124, 98)",24845
"(124, 124, 100)",29365
"(124, 124, 112)",32636
"(124, 124, 114)",90974
"(124, 124, 116)",317782
"(124, 124, 122)",1884715
"(124, 124, 124)",2794356
"(124, 124, 126)",185054
"(124, 124, 132)",102446
"(124, 124, 134)",35831
"(124, 124, 136)",14559
"(124, 124, 148)",2
"(124, 125, 81)",343
"(124, 125, 83)",1071
"(124, 125, 85)",1571
"(124, 125, 91)",6138
"(124, 125, 93)",8912
"(124, 125, 94)",14721
"(124, 125, 107)",12244
"(124, 125, 109)",13531
"(124, 125, 111)",16938
"(124, 125, 117)",55105
"(124, 125, 119)",258528
"(124, 125, 120)",1307203
"(124, 125, 127)",253943
"(124, 125, 129)",95025
"(124, 125, 130)",263967
"(124, 125, 143)",22
"(124, 125, 145)",11
"(124, 125, 146)",6
"(124, 126, 76)",6
"(124, 126, 77)",19
"(124, 126, 79)",83
"(124, 126, 86)",2009
"(124, 126, 87)",3343
"(124, 126, 89)",5211
"(124, 126, 102)",9534
"(124, 126, 104)",9146
"(124, 126, 105)",10204
"(124, 126, 112)",6108
"(124, 126, 113)",9140
"(124, 126, 115)",19263
"(124, 126, 121)",83471
"(124, 126, 123)",127597
"(124, 126, 125)",160979
"(124, 126, 138)",13065
"(124, 126, 139)",1536
